,Unnamed: 0,AvgLineDensity,FontColor,FontFamily,FontName,FontSize,FontWeight,LineHeight,LineID,LineStartX,LineStartY,LineText,LineWidth,PageNo,TextGroupSeparator,WordDistance,WordHeight,WordID,WordStartX,WordStartY,WordValue,WordWidth,extre,fontposition,topposition,centerposition,bolding,Title_Ratio
26,26,13.0,, swiss, arial,8.0,,32,0,225,2803,The above information is true to the best of my knowledge. I authorize my insurance benefits be paid directly to the physician. I understand,2038,0,False,13,25,16,1600,2803,be,33,0,1,0,3,0,4
27,27,13.0,, swiss, arial,8.0,,32,0,225,2803,The above information is true to the best of my knowledge. I authorize my insurance benefits be paid directly to the physician. I understand,2038,0,False,14,32,17,1647,2803,paid,58,0,1,0,3,0,4
28,28,13.0,, swiss, arial,8.0,,32,0,225,2803,The above information is true to the best of my knowledge. I authorize my insurance benefits be paid directly to the physician. I understand,2038,0,False,12,32,18,1717,2803,directly,105,0,1,0,3,0,4
29,29,13.0,, swiss, arial,8.0,,32,0,225,2803,The above information is true to the best of my knowledge. I authorize my insurance benefits be paid directly to the physician. I understand,2038,0,False,10,25,19,1832,2803,to,26,0,1,0,3,0,4
30,30,13.0,, swiss, arial,8.0,,32,0,225,2803,The above information is true to the best of my knowledge. I authorize my insurance benefits be paid directly to the physician. I understand,2038,0,False,10,25,20,1868,2803,the,45,0,1,0,3,0,4
31,31,13.0,, swiss, arial,8.0,,32,0,225,2803,The above information is true to the best of my knowledge. I authorize my insurance benefits be paid directly to the physician. I understand,2038,0,False,14,32,21,1927,2803,physician.,143,0,1,0,3,0,4
32,32,13.0,, swiss, arial,8.0,,32,0,225,2803,The above information is true to the best of my knowledge. I authorize my insurance benefits be paid directly to the physician. I understand,2038,0,False,15,24,22,2085,2803,I,3,0,1,0,3,0,4
33,33,13.0,, swiss, arial,8.0,,32,0,225,2803,The above information is true to the best of my knowledge. I authorize my insurance benefits be paid directly to the physician. I understand,2038,0,False,14,25,23,2102,2803,understand,161,0,1,0,3,0,4
34,34,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,0,25,0,225,2842,that,55,0,1,0,3,0,4
35,35,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,12,25,1,292,2842,I,5,0,1,0,3,0,4
36,36,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,11,19,2,308,2848,am,44,0,1,0,3,0,4
37,37,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,11,31,3,363,2842,financially,148,0,1,0,3,0,4
38,38,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,11,31,4,522,2842,responsible,165,0,1,0,3,0,4
39,39,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,11,25,5,698,2842,for,40,0,1,0,3,0,4
40,40,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,9,25,6,747,2848,any,54,0,1,0,3,0,4
41,41,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,11,25,7,812,2842,balance.,121,0,1,0,3,0,4
42,42,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,15,25,8,948,2842,I,4,0,1,0,3,0,4
43,43,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,13,25,9,965,2842,also,60,0,1,0,3,0,4
44,44,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,11,25,10,1036,2842,authorize,134,0,1,0,3,0,4
45,45,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,12,31,11,1182,2842,[Name,95,0,1,0,3,0,4
46,46,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,13,25,12,1290,2842,of,27,0,1,0,3,0,4
47,47,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,10,31,13,1327,2842,Practice],126,0,1,0,3,0,4
48,48,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,13,19,14,1466,2848,or,29,0,1,0,3,0,4
49,49,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,10,25,15,1505,2842,insurance,141,0,1,0,3,0,4
50,50,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,11,25,16,1657,2848,company,135,0,1,0,3,0,4
51,51,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,10,25,17,1802,2842,to,26,0,1,0,3,0,4
52,52,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,13,25,18,1841,2842,release,106,0,1,0,3,0,4
53,53,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,10,25,19,1957,2848,any,54,0,1,0,3,0,4
54,54,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,11,25,20,2022,2842,information,161,0,1,0,3,0,4
55,55,13.0,, swiss, arial,8.0,,31,1,225,2842,that I am financially responsible for any balance. I also authorize [Name of Practice] or insurance company to release any information required,2088,0,False,13,31,21,2196,2842,required,117,0,1,0,3,0,4
56,56,13.0,, swiss, arial,8.0,,31,2,225,2881,to process my claims.,317,0,False,0,25,0,225,2881,to,27,0,1,0,3,0,4
57,57,13.0,, swiss, arial,8.0,,31,2,225,2881,to process my claims.,317,0,False,11,25,1,263,2887,process,114,0,1,0,3,0,4
58,58,13.0,, swiss, arial,8.0,,31,2,225,2881,to process my claims.,317,0,False,13,25,2,390,2887,my,42,0,1,0,3,0,4
59,59,13.0,, swiss, arial,8.0,,31,2,225,2881,to process my claims.,317,0,False,10,25,3,442,2881,claims.,100,0,1,0,3,0,4
60,60,13.0,, swiss, arial,8.0,,32,3,266,3003,Patient/Guardian signature Date,1485,0,False,0,25,0,266,3003,Patient/Guardian,249,0,1,0,5,0,6
61,61,13.0,, swiss, arial,8.0,,32,3,266,3003,Patient/Guardian signature Date,1485,0,False,10,32,1,525,3003,signature,136,0,1,0,5,0,6
62,62,13.0,, swiss, arial,8.0,,32,3,266,3003,Patient/Guardian signature Date,1485,0,True,1021,25,2,1682,3003,Date,69,0,1,0,5,0,6
63,0,,, swiss, arial,8.0,,39,0,225,378,Todayâ€™s date: 4 th November 2016,490,0,False,0,30,0,225,387,Todayâ€™s,116,0,1,5,3,0,9
64,1,,, swiss, arial,8.0,,39,0,225,378,Todayâ€™s date: 4 th November 2016,490,0,False,11,25,1,352,387,date:,70,0,1,5,3,0,9
65,2,,, swiss, arial,8.0,,39,0,225,378,Todayâ€™s date: 4 th November 2016,490,0,False,11,24,2,433,387,4,18,0,1,5,3,0,9
66,3,,, swiss, arial,8.0,,39,0,225,378,Todayâ€™s date: 4 th November 2016,490,0,False,1,13,3,452,380,th,16,0,1,5,3,0,9
67,4,,, swiss, arial,8.0,,39,0,225,378,Todayâ€™s date: 4 th November 2016,490,0,True,14,25,4,482,387,November,151,0,1,5,3,0,9
68,5,,, swiss, arial,8.0,,39,0,225,378,Todayâ€™s date: 4 th November 2016,490,0,False,10,25,5,643,387,2016,72,0,1,5,3,0,9
69,6,,, swiss, arial,8.0,,25,0,1471,387,PCP: 123456,204,0,False,0,25,0,1471,387,PCP:,74,0,1,5,1,0,7
70,7,,, swiss, arial,8.0,,25,0,1471,387,PCP: 123456,204,0,True,22,25,1,1567,387,123456,108,0,1,5,1,0,7
71,8,,0.0, swiss, arial,10.0, bold,31,0,1020,451,PATIENT INFORMATION,507,0,False,0,30,0,1020,451,PATIENT,185,0,5,5,5,1,16
72,9,,0.0, swiss, arial,10.0, bold,31,0,1020,451,PATIENT INFORMATION,507,0,True,17,31,1,1222,451,INFORMATION,305,0,5,5,5,1,16
73,10,,, swiss, arial,8.0,,30,0,227,522,Patientâ€™s last name: Northrup First: Kevin Middle: M,1179,0,False,0,25,0,227,522,Patientâ€™s,125,0,1,5,3,0,9
74,11,,, swiss, arial,8.0,,30,0,227,522,Patientâ€™s last name: Northrup First: Kevin Middle: M,1179,0,False,11,25,1,363,522,last,50,0,1,5,3,0,9
75,12,,, swiss, arial,8.0,,30,0,227,522,Patientâ€™s last name: Northrup First: Kevin Middle: M,1179,0,False,12,20,2,425,527,name:,88,0,1,5,3,0,9
76,13,,, swiss, arial,8.0,,30,0,227,522,Patientâ€™s last name: Northrup First: Kevin Middle: M,1179,0,False,14,30,3,527,522,Northrup,126,0,1,5,3,0,9
77,14,,, swiss, arial,8.0,,30,0,227,522,Patientâ€™s last name: Northrup First: Kevin Middle: M,1179,0,True,264,25,4,917,522,First:,70,0,1,5,3,0,9
78,15,,, swiss, arial,8.0,,30,0,227,522,Patientâ€™s last name: Northrup First: Kevin Middle: M,1179,0,False,13,25,5,1000,522,Kevin,80,0,1,5,3,0,9
79,16,,, swiss, arial,8.0,,30,0,227,522,Patientâ€™s last name: Northrup First: Kevin Middle: M,1179,0,True,185,25,6,1265,522,Middle:,102,0,1,5,3,0,9
80,17,,, swiss, arial,8.0,,30,0,227,522,Patientâ€™s last name: Northrup First: Kevin Middle: M,1179,0,False,15,24,7,1382,522,M,24,0,1,5,3,0,9
81,18,,, swiss, arial,8.0,,24,0,1467,537,âù‘ Mr.,84,0,False,0,24,0,1467,537,âù‘,40,0,1,5,1,0,7
82,19,,, swiss, arial,8.0,,24,0,1467,537,âù‘ Mr.,84,0,True,12,24,1,1507,537,Mr.,44,0,1,5,1,0,7
83,20,,, swiss, arial,8.0,,25,1,1467,576,âù‘ Mrs.,100,0,False,11,24,0,1467,576,âù‘,40,0,1,5,1,0,7
84,21,,, swiss, arial,8.0,,25,1,1467,576,âù‘ Mrs.,100,0,False,12,25,1,1507,576,Mrs.,60,0,1,5,1,0,7
85,22,,, swiss, arial,8.0,,25,0,1622,537,âù‘ Miss,105,0,False,0,24,0,1622,537,âù‘,40,0,1,5,1,0,7
86,23,,, swiss, arial,8.0,,25,0,1622,537,âù‘ Miss,105,0,True,20,25,1,1662,537,Miss,65,0,1,5,1,0,7
87,24,,, swiss, arial,8.0,,25,1,1622,576,âù‘ Ms.,89,0,False,20,24,0,1622,576,âù‘,40,0,1,5,1,0,7
88,25,,, swiss, arial,8.0,,25,1,1622,576,âù‘ Ms.,89,0,False,18,25,1,1662,576,Ms.,49,0,1,5,1,0,7
89,26,,, swiss, arial,8.0,,30,0,1812,522,Marital status (circle one),369,0,False,20,25,0,1812,522,Marital,96,0,1,5,1,0,7
90,27,,, swiss, arial,8.0,,30,0,1812,522,Marital status (circle one),369,0,False,17,25,1,1920,522,status,87,0,1,5,1,0,7
91,28,,, swiss, arial,8.0,,30,0,1812,522,Marital status (circle one),369,0,False,19,30,2,2018,522,(circle,87,0,1,5,1,0,7
92,29,,, swiss, arial,8.0,,30,0,1812,522,Marital status (circle one),369,0,False,19,30,3,2117,522,one),64,0,1,5,1,0,7
93,30,,, swiss, arial,20.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,True,17,31,0,1811,590,Single,90,0,6,5,1,0,12
94,31,,, swiss, arial,20.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,False,0,25,1,1921,590,/,10,0,6,5,1,0,12
95,32,,, swiss, arial,8.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,False,0,25,2,1951,590,Mar,56,0,1,5,1,0,7
96,33,,, swiss, arial,8.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,False,0,25,3,2025,590,/,10,0,1,5,1,0,7
97,34,,, swiss, arial,8.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,False,0,23,4,2055,590,Div,46,0,1,5,1,0,7
98,35,,, swiss, arial,8.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,False,0,25,5,2118,590,/,10,0,1,5,1,0,7
99,36,,, swiss, arial,8.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,False,0,31,6,2147,590,Sep,59,0,1,5,1,0,7
100,37,,, swiss, arial,8.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,False,0,25,7,2225,590,/,10,0,1,5,1,0,7
101,38,,, swiss, arial,8.0,,31,1,1811,590,Single / Mar / Div / Sep / Wid,496,0,False,0,25,8,2252,590,Wid,55,0,1,5,1,0,7
102,39,,, swiss, arial,8.0,,31,0,227,657,Is this your legal name?,349,0,False,0,25,0,227,657,Is,23,0,1,5,3,0,9
103,40,,, swiss, arial,8.0,,31,0,227,657,Is this your legal name?,349,0,False,10,25,1,260,657,this,51,0,1,5,3,0,9
104,41,,, swiss, arial,8.0,,31,0,227,657,Is this your legal name?,349,0,False,10,25,2,321,663,your,66,0,1,5,3,0,9
105,42,,, swiss, arial,8.0,,31,0,227,657,Is this your legal name?,349,0,False,10,31,3,397,657,legal,66,0,1,5,3,0,9
106,43,,, swiss, arial,8.0,,31,0,227,657,Is this your legal name?,349,0,True,14,25,4,477,657,name?,99,0,1,5,3,0,9
107,44,,, swiss, arial,8.0,,25,1,227,723,âù‘ Yes âù‘ No,286,0,False,0,24,0,227,723,âù‘,36,0,1,5,3,0,9
108,45,,, swiss, arial,8.0,,25,1,227,723,âù‘ Yes âù‘ No,286,0,False,0,25,1,263,723,Yes,58,0,1,5,3,0,9
109,46,,, swiss, arial,5.0,,25,1,227,723,âù‘ Yes âù‘ No,286,0,True,114,24,2,435,723,âù‘,25,0,1,5,3,0,9
110,47,,, swiss, arial,8.0,,25,1,227,723,âù‘ Yes âù‘ No,286,0,False,13,25,3,473,723,No,40,0,1,5,3,0,9
111,48,,, swiss, arial,8.0,,31,0,645,657,"If not, what is your legal name?",457,0,False,0,25,0,645,657,If,17,0,1,5,5,0,11
112,49,,, swiss, arial,8.0,,31,0,645,657,"If not, what is your legal name?",457,0,False,10,30,1,672,657,"not,",50,0,1,5,5,0,11
113,50,,, swiss, arial,8.0,,31,0,645,657,"If not, what is your legal name?",457,0,False,13,25,2,735,657,what,70,0,1,5,5,0,11
114,51,,, swiss, arial,16.0,,31,0,645,657,"If not, what is your legal name?",457,0,False,11,25,3,816,657,is,21,0,5,5,5,0,15
115,52,,, swiss, arial,16.0,,31,0,645,657,"If not, what is your legal name?",457,0,False,10,25,4,847,663,your,65,0,5,5,5,0,15
116,53,,, swiss, arial,8.0,,31,0,645,657,"If not, what is your legal name?",457,0,False,11,31,5,923,657,legal,68,0,1,5,5,0,11
117,54,,, swiss, arial,8.0,,31,0,645,657,"If not, what is your legal name?",457,0,False,11,25,6,1002,657,name?,100,0,1,5,5,0,11
118,55,,, swiss, arial,8.0,,31,0,1210,657,(Former name):,227,0,True,0,31,0,1210,657,(Former,117,0,1,5,5,0,11
119,56,,, swiss, arial,8.0,,31,0,1210,657,(Former name):,227,0,True,0,31,1,1337,657,name):,100,0,1,5,5,0,11
120,57,,, swiss, arial,8.0,,25,0,1702,657,Birth date:,148,0,True,0,25,0,1702,657,Birth,65,0,1,5,1,0,7
121,58,,, swiss, arial,8.0,,25,0,1702,657,Birth date:,148,0,True,0,25,1,1778,657,date:,72,0,1,5,1,0,7
122,59,,, swiss, arial,8.0,,25,1,1765,723,/ /,112,0,True,59,25,0,1765,723,/,10,0,1,5,1,0,7
123,60,,, swiss, arial,8.0,,25,1,1765,723,/ /,112,0,False,14,25,1,1867,723,/,10,0,1,5,1,0,7
124,61,,, swiss, arial,8.0,,31,0,1987,657,Age:,66,0,True,0,31,0,1987,657,Age:,66,0,1,5,1,0,7
125,62,,, swiss, arial,8.0,,25,0,2128,657,Sex:,64,0,False,10,25,0,2128,657,Sex:,64,0,1,5,1,0,7
126,63,,, swiss, arial,8.0,,24,1,2130,723,âù‘ M âù‘ F,177,0,False,0,24,0,2130,723,âù‘,38,0,1,5,1,0,7
127,64,,, swiss, arial,8.0,,24,1,2130,723,âù‘ M âù‘ F,177,0,False,11,24,1,2168,723,M,24,0,1,5,1,0,7
128,65,,, swiss, arial,5.0,,24,1,2130,723,âù‘ M âù‘ F,177,0,False,0,24,2,2251,723,âù‘,25,0,1,5,1,0,7
129,66,,, swiss, arial,8.0,,24,1,2130,723,âù‘ M âù‘ F,177,0,True,92,24,3,2290,723,F,17,0,1,5,1,0,7
130,67,,, swiss, arial,8.0,,25,0,226,792,Street address:,222,0,False,0,25,0,226,792,Street,87,0,1,5,3,0,9
131,68,,, swiss, arial,8.0,,25,0,226,792,Street address:,222,0,True,10,25,1,323,792,address:,125,0,1,5,3,0,9
132,69,,, swiss, arial,8.0,,25,1,226,857,61 Clareville Cr,227,0,False,0,25,0,226,857,61,31,0,1,5,3,0,9
133,70,,, swiss, arial,8.0,,25,1,226,857,61 Clareville Cr,227,0,True,15,25,1,272,857,Clareville,135,0,1,5,3,0,9
134,71,,, swiss, arial,8.0,,25,1,226,857,61 Clareville Cr,227,0,False,11,25,2,418,857,Cr,35,0,1,5,3,0,9
135,72,,, swiss, arial,8.0,,30,0,1273,792,Social Security no.:,283,0,False,0,25,0,1273,792,Social,89,0,1,5,1,0,7
136,73,,, swiss, arial,8.0,,30,0,1273,792,Social Security no.:,283,0,False,13,30,1,1373,792,Security,120,0,1,5,1,0,7
137,74,,, swiss, arial,8.0,,30,0,1273,792,Social Security no.:,283,0,True,14,20,2,1505,797,no.:,51,0,1,5,1,0,7
138,75,,, swiss, arial,8.0,,25,1,1276,857,123 4456 789,199,0,False,0,25,0,1276,857,123,51,0,1,5,1,0,7
139,76,,, swiss, arial,8.0,,25,1,1276,857,123 4456 789,199,0,False,10,25,1,1337,857,4456,74,0,1,5,1,0,7
140,77,,, swiss, arial,8.0,,25,1,1276,857,123 4456 789,199,0,True,14,25,2,1422,857,789,53,0,1,5,1,0,7
141,78,,, swiss, arial,8.0,,30,0,1812,792,Home phone no.:,250,0,True,12,25,0,1812,792,Home,85,0,1,5,1,0,7
142,79,,, swiss, arial,8.0,,30,0,1812,792,Home phone no.:,250,0,True,12,30,1,1910,792,phone,88,0,1,5,1,0,7
143,80,,, swiss, arial,8.0,,30,0,1812,792,Home phone no.:,250,0,False,0,20,2,2012,797,no.:,50,0,1,5,1,0,7
144,81,,, swiss, arial,8.0,,31,1,1812,857,( 416 ) 346 1286,240,0,False,11,31,0,1812,857,(,8,0,1,5,1,0,7
145,82,,, swiss, arial,8.0,,31,1,1812,857,( 416 ) 346 1286,240,0,False,12,25,1,1830,857,416,53,0,1,5,1,0,7
146,83,,, swiss, arial,8.0,,31,1,1812,857,( 416 ) 346 1286,240,0,False,0,31,2,1897,857,),8,0,1,5,1,0,7
147,84,,, swiss, arial,8.0,,31,1,1812,857,( 416 ) 346 1286,240,0,False,10,25,3,1917,857,346,53,0,1,5,1,0,7
148,85,,, swiss, arial,8.0,,31,1,1812,857,( 416 ) 346 1286,240,0,False,11,25,4,1982,857,1286,70,0,1,5,1,0,7
149,86,,, swiss, arial,8.0,,26,0,227,925,P.O. box:,135,0,False,0,26,0,227,925,P.O.,61,0,1,4,3,0,8
150,87,,, swiss, arial,8.0,,26,0,227,925,P.O. box:,135,0,True,14,25,1,302,926,box:,60,0,1,4,3,0,8
151,88,,, swiss, arial,8.0,,31,0,776,926,City:,62,0,True,0,31,0,776,926,City:,62,0,1,4,5,0,10
152,89,,, swiss, arial,8.0,,25,0,1528,926,State:,84,0,False,12,25,0,1528,926,State:,84,0,1,4,1,0,6
153,90,,, swiss, arial,8.0,,25,0,1912,926,ZIP Code:,149,0,True,0,24,0,1912,926,ZIP,51,0,1,4,1,0,6
154,91,,, swiss, arial,8.0,,25,0,1912,926,ZIP Code:,149,0,True,0,25,1,1975,926,Code:,86,0,1,4,1,0,6
155,92,,, swiss, arial,8.0,,33,0,226,1057,Occupation:,175,0,True,0,33,0,226,1057,Occupation:,175,0,1,4,3,0,8
156,93,,, swiss, arial,8.0,,25,1,226,1125,consultant,151,0,True,0,25,0,226,1125,consultant,151,0,1,4,3,0,8
157,94,,, swiss, arial,8.0,,32,0,777,1058,Employer:,145,0,True,0,32,0,777,1058,Employer:,145,0,1,4,5,0,10
158,95,,, swiss, arial,8.0,,25,1,777,1125,ibm,50,0,False,10,25,0,777,1125,ibm,50,0,1,4,5,0,10
159,96,,, swiss, arial,8.0,,32,0,1807,1058,Employer phone no.:,304,0,False,13,32,0,1807,1058,Employer,140,0,1,4,1,0,6
160,97,,, swiss, arial,8.0,,32,0,1807,1058,Employer phone no.:,304,0,False,0,32,1,1957,1058,phone,90,0,1,4,1,0,6
161,98,,, swiss, arial,8.0,,32,0,1807,1058,Employer phone no.:,304,0,True,105,18,2,2060,1065,no.:,51,0,1,4,1,0,6
162,99,,, swiss, arial,8.0,,31,1,1807,1125,( ),121,0,True,0,31,0,1807,1125,(,9,0,1,4,1,0,6
163,100,,, swiss, arial,8.0,,31,1,1807,1125,( ),121,0,True,0,31,1,1921,1125,),7,0,1,4,1,0,6
164,101,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,0,25,0,226,1192,Chose,94,0,1,4,3,0,8
165,102,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,12,25,1,332,1192,clinic,73,0,1,4,3,0,8
